,title,content,complete_tags,words_in_tags
377,main breaker box bonded meter box,im trying add subpanel main breaker box know subpanel neutral bus ground bonded looking main panel see neutral ground bars bonded panel connection ground rod ground rod connection coming meter box ok neutral ground bonding meter box thanks advance help,electrical-panel,electrical panel
378,best way weatherproof osb,building shed trying cheaply possible going use osb siding wondering best paint/sealer weatherproof live central ohio take beating rain snow thanks,weather-resistant,resistant weather
379,best way check wires house,wires wear pose fire hazard many wires house many accessible order maintain safe house possible check wires house done,electrical,electrical
380,pipe thread compound lp regulator fitting,replacing faulty regulator gas grill removing old regulator noticed appears sort compound threads picture threads old regulator attached picture threads old regulator attached questions substance get required order protect lp leaks tricks gotchas know applying,propane,propane
381,kind wax use birch/pine wood,new kind woodworking first thing attempted overall newbie stuff right birch wood panel pine planks heavier wood plank top meant sort shelf cover area thought keeping type wood visible much used put light things top front view look something _____________ |=== === ===| |=== === ===| |=== === ===| |=== === ===| side pine planks smaller birch wood peices horizontal birch wood planks heavier wood oak top going glue/screw stuff sanding birch wood peices wax/finish brings question put stuff put wax/finish covering radiator cover radiator hot close plenty space heat escape looking minimum effort/cost want make sure finish get ruined heating season re-iterate metal radiator cover top radiator afraid wood burning anything sit top metal cover ~half inch space metal cover wood,wood woodworking finishing,woodworking finishing wood
382,remove caulk reapplication,re-caulked bathroom months previous couple gaps appeared caulking bathroom years damage kids started showers standing sitting guessing contributing factor spots inch need fixed understanding whole length caulk need reapplied heave sigh notion want right answer related question apply caulk caulk talks caveat ... caulk needs attach tub tile knowing remove damaged areas caulk larger applications existing good caulk get contact tub surround similar question fix small holes/separation caulk bathtub answers focus tub installation caulking least recommends redoing whole thing case wonder related installation actual title question re-patch small sections damaged caulk smarter redo entire thing think reading able get small patches nagging feeling postponing whole re-caulk,repair caulking,repair caulking
383,best flooring basement,live michigan humidity high pint dehumidifier works great sump pump water powered backup sump pump looking floor basement planning using home theater done lot googling topic found varying opinions want add subfloor much headspace play drop ceiling couple inches ceiling standing unfinished floor looking different carpeting vinyl options trying finish sq ft price concern like stay installation needed concerned moisture able dissipate air getting trapped flooring put okay use padding carpet make special padding allows air transfer vinyl going trap moisture underneath cause mold like look painted/stained concrete want avoid option,flooring basement carpet vinyl-flooring,carpet vinyl flooring basement
384,loud water sounds tub faucet turned,alder tub/shower combo http //www.moen.com/adler/spot-resist-brushed-nickel-posi-temp-r-tub-shower/_/r-consumer turn water tub sounds water loud hear water flowing pipes think walls adjacent rooms turn diverter shower head sound goes think flow water lot lower shower head suspect sound happening water pressure high volume water flowing tub spout high options reduce noise rooms looked aerator tub seem exist weird rectangular shaped standard circle help appreciated,faucet bathtub sound-proofing,sound faucet bathtub proofing
385,consistent way sand repaint doors,several closet bedroom doors varnished/stained want sand paint semi-gloss white something sanding remove varnish kind stripping chemicals working ensure coats completed paint dries anything give doors consistent finish sand extra edges doors ensure fit frames painting,painting finishing doors,finishing painting doors
386,mix data power cables loop power cables valid nowadays,sayings keep hearing talking wiring e.g home cinema computer hardware wrap data/network cables power cables loop power cables mess streams data cables loop power cables produce induction effect interested theses valid current coating shielding modern day data/network power cables wire home cinema power cables lie next data cables cause effect quality video/audio perceive wrapping meters power cables coil way dangerous seeing thick coating shielding manage power cables long let lie different wrapping/looping technique,electrical wiring data-wiring cabling,cabling wiring electrical data
387,repair cracks concrete block wall longer moving,fixing detached garage built early point movement walls slab walls built next slab seem movement cracks left blocks none blocks cracked seems combination decay mortar settling largest crack seems wide runs zig-zagging half way corner wall best way fix cracks cleaning adding mortar,walls crack concrete-block,concrete walls block crack
388,replace wooden fence post set concrete,need replace wooden fence post set concrete post snapped rot base rot set post snapped inches beneath surface contemplated digging concrete set new post concrete found concrete part set submerged wall beneath surface soil house victorian sure purpose wall think number options attached pictures dig concrete re-do looks difficult job solution use repair kit something metpost repair problem think enough post concrete repair kit post left rotten think work place post position problem wall running line fence beneath surface way,concrete removal fence post,concrete post fence removal
389,replacing bathroom switch single double switch,tried replace bathroom switch light fan run seperate switch wires wires red,bathroom,bathroom
390,wire wall-mounted hd tv,image wall-mount setup give good idea current tv set wall wanted use smartstrip power tv devices receiver bluray player wii cable box tv goes standby smartstrip turns devices plugged guy mounting know used extension cord make tv power cord go wall basement ceiling come hole floor entertainment stand code need make right asap particular using smartstrip best way wiring continue using smartstrip make holes paneled wall leverage accessibility tv basement heard solutions powerbridge -- viable option way install sort power outlet box holed space tv run code-compliant wiring basement ceiling somehow leverage electrical outlet wall entertainment stand,electrical wiring mounting,wiring electrical mounting
391,find metal online,something following made metal,hardware brackets,hardware brackets
392,dripping toilet vertical plunger,toilet drips idea vertical style plunger button top handle flushes stop filling using pen raise float stops water filling water continues drain empty need check /test find source problem many thanks,leak toilet,leak toilet
393,seal grout kitchen wall tiles give lasting stain mold protection,white grout rectified white tiles kitchen walls splashback backsplash north america* sink cooktop concerned stains food read web supposed seal grout using soak-in sealant sounds time-consuming prcoess repeated year long-lasting way using new no-mould-for-five-years white silicone sealant hilarious imagining dopey kitchen contractor says wrong migrating australia vice versa everyone picking wrong term,tile mold sealing grout,tile grout sealing mold
394,red common wire giving shock,replace way switch noticed touch red common wire connected switch get little buzz curious normal replacing switch breaker turned touched red wire connector/screw got buzz think wired functions wiring pattern would/does make switch perform turns light switch etc ... curious red common wire should/can provide little shock worried something wrong,electrical wiring switch,wiring switch electrical
395,gauge wire/ run amps,need run underground wire pole barn running couple lights battery charger amp gauge wire need,electrical wiring electrical-distribution,wiring distribution electrical
396,get pump casing motor,monarch mjc-50 shallow jet pump hp want tear pump portion clean inspect rebuild delivering pressure used ruled causes unable get pump housing/casing come motor reluctant use force manual help says remove casing stuck part step need use force diagram pump seem get piece motor portion,plumbing well-pump,plumbing pump
397,wiring 100-amp sub-panel pool pump heater,project wire 125-amp sub-panel main feet serve in-ground pool pump heat pump led pool light wondering following plan suffice exit main panel pole 220-volt 125-amp breaker run 50-feet aluminum triplex insulated ground sub-panel location install 125-amp main breaker sub-panel install 60-amp pole gfi breaker serving pool pump wire install 40-amp pole gfi breaker serving heat pump wire install 15-amp breaker serving gfi protected led pool light wire specific questions direct bury wire enclose pvc conduit goes enter panels aluminum triplex insulated ground suffice confirming sub-panel need bond neutral equipment ground better way going update following proposed wiring,electrical pool subpanel heat-pump,subpanel heat electrical pump pool
398,clean refinish cheap top coat hardwood,purchased home appears hardwood floors thin and/or cheap top coat finish applied make shiny minimal effort slide anything say chair plastic slider feet thin layer material comes floor looks less shiny area guess part question known practice way check buying house workaround refinishing entire floor,hardwood-floor hardwood-refinishing,hardwood refinishing floor
399,replace standard 2-gang light switch electric dimmer switch,looking assistance fitting new electric dimmer light switch uk makes difference trying replace existing two-gang light switch lightwaverf gang dimmer sure start instructions telling look colored cables present existing switch original light switch setup new lightwaverf switch steps need follow install switch wall case need use,electrical lighting light-fixture home-automation,light fixture automation lighting home electrical
400,sink hot water copper pipe ground keep heating functionality,remodeling kitchen hot water baseboard heating way ideas let baseboard heating run cabinets cut open floor drop copper pipe covering metal grille regarding option heat room used thanks feedback,plumbing heating hot-water,plumbing water hot heating
401,wall outlet suface mount conduit,single gang wall outlet basement like adapt surface mount emt conduit get outlet different location able keep plug current location critical site found online said remove old in-wall box patch drywall install new surface mount box simpler way installing face plate new box top existing box,electrical wiring conduit,wiring electrical conduit
402,combine circuits,combine amp double pole circuits single amp double pole circuit trying make space amp box put amp double pole breaker support water heater upgrade amp box support added draw—whoever built put small circuits,circuit-breaker,breaker circuit
403,looking standing table,trying find standing table put computer whatnot locking wheels let roll adjustable table top letting move level attached image product thinking find picture anyone know get hold get toronto shipped thanks reading,furniture workshop,workshop furniture
404,take wooden pallet cracking wood,trying save wood wooden pallets unsuccessful hammering close nails pry nails wood comes enough remove nails snaps half suggestions helpful,wood,wood
405,install 3-speed switch ceiling fan,bedroom ceiling fan wall switch controls light dimmer way change speed fan pull chain want change fan speed middle night get lucky find chain dark turn light bought legrand brand wall switch 3-speed fan control built wired according directions switch controls light 3-speed slider poorly tries act dimmer light get 3-speed switch control speed fan worried correct wiring going fan,electrical ceiling-fan,fan ceiling electrical
406,thermostat-controlled corn heater sized shop/garage,looking way heat 4-car garage bays cars mower items workshop live minnesota cold winters heater necessary keep shop usable winter keep cars like heater/furnace thermostat keep garage 35-40 degrees f crank want work research looks good option efficiency cost-wise corn heater looks stoves intended go houses shop heaters seen online huge commercial units designed heat square feet whereas garage ~1100 square feet thoughts start looking good shop-type corn heater thermostat controlled ideas heating options involve running new gas line garage,heating garage thermostat workshop,garage workshop heating thermostat
407,high altitude natural gas burner different,difference high altitude natural gas burner conventional low altitude gas burner high altitude natural gas burner needed,furnace boiler stove,stove furnace boiler
408,want add lights existing outlets beginning circuit end,thanks advance help question romex running panel set outlets want add lights switch add first outlet details below.. girlfriend decides wants set small lights front tv go nice ambiance question outlet circuit right wall tv daisy chain half room want add switch small lights add third set wires romex running first outlet circuit switch put small lights last outlet thought add third romex cable power daisys next outlet ... .and connect first outlet switch switch light second third ... etc ...,lighting receptacle remodeling,receptacle remodeling lighting
409,turning switched outlets half switched wire used,power coming proceeding outlets wire used able half switch outlets wire available,electrical,electrical
410,type lubrication use squeaky swing set,bracket top tube hole bolt passes hole hold doodad swing chain connected bolt swing swings makes awful squeak thinking spraying silicone spray thought white lithium grease powdered graphite better metal metal contact outdoors appropriate lubrication use situation,lubrication,lubrication
411,thermal release device trd work,rheem hot water heaters device combustion chamber called thermal release device trd contains vial filled liquid seems mounted flex metal plate safety device supposed trip temperature combustion chamber goes safe limit happen due flammable vapor incidence variety reasons much information online device tripped gas water heater first plumber know anything thought thermocouple gone bad plumber thought ge support least figure knew explain device worked find much online trips burner seem sit base heater combustion chamber edit american water heater technical bulletin call flammable vapor ignition resistant fvir edit got pictures device instructions,water-heater,water heater
412,transition floors,fitted new laminate flooring living room floor floor meets tiled floor kitchen looking fit sort transition bar laminate floor kitchen tiles complication run length floors meet height difference floors changes picture shows floors meet length metres quite get complete length picture shows second picture shows end floors meet end top first picture photo third picture shows end floors meet shown first photo small channel floor types channel wider end seen photos width channel approx end shown picture approx end shown picture bigger issue believe end shown picture height top tile floor top laminate floor approx whereas height difference top tile top laminate picture aware normal circumstances floor differential consistent length fit reducer i.e something idea case height differential fluctuates length floors meeting considered pvc based reducer inherent flexibility need shaved order stay flush floors ends idea work difficult anyone come anything anyone got ideas best approach finish job fit appropriate covering transition floors,flooring floor laminate-floor,laminate flooring floor
413,main outdoor breaker amp total breakers amp internal panel amps,main outdoor breaker amp total breakers amp internal panel amps read ok. subpanels/feeder panels stream main breaker requesting output main unable handle flip correct,electrical,electrical
414,need vapor barrier insulation finish wall new garage,put plastic insulation finish wall new garage gain anything told others say weather protection sheet outer wall vinyl siding,insulation garage vapor-barrier,insulation garage vapor barrier
415,best type ft wood fence block wind yard,moved built house large clearing done short sighted loggers clear big windy yard going plant trees put feces time try build fortress wind house house trees big wind right want put ft fence feet wide facing hill sits house house wide open north wind north northwest rips right know much physics type thing read website fence gaps better blocking solid fence guess defuses something trying block wind better solid fence gaps plant small trees front fence time plant evergreen hedge spruce trees make wind blocking thing fence concerned putting right fence purpose wind blocking wondering fence wood handle lot evergreen hedge matures years thanks,fence wind,wind fence
416,fix sagging floor,home purchased months house traditional story cape code sound stable primary floor house flu/chimney rises basement adjacent bathroom floor sags span inspecting floor joists trim work hardwood floors appears way long time initial thought corrected extended period time slowing applying pressure affected area minor deviation floor noticeable advisable true floor pair threaded posts small beam affected area possible unwanted side effects structural considerations need made ex load shift cracks drywall etc engineer brought assess situation,joists structural level,level joists structural
417,calculate safe working load chains,say instance chain safe working load lbs wanted hang item corners chain able hang lbs variable factor,chain,chain
418,easier paint straight lines smaller brush,curious makes sense acquiring angled purdy brush cutting lines use standard angled brush corners good cutting lines,painting,painting
419,control circuit breaker,house country sits abandoned large family go visit weekends leave house turn circuit breakers prevent high electrical bills family members decided live house problem take responsibility electrical bill right prevent family members staying house want way limit electricity usage pay electricity like way remote control circuit breakers like able remote kill switch electricity circuit breakers seem right place method turn electricity ensure turned work way install meter meter something asking electrician install,electrical home-automation,home electrical automation
420,use solid concrete cement block egress window,contractors build window house option solid concrete walls window cement blocks said fill cement anyways concrete walls expensive thinking going concrete blocks significant reasons choose concrete walls suck extra cost people put type drainage system bottom egress window sump pump necessary,concrete waterproofing egress,concrete egress waterproofing
421,standard light bulb screw base,know standard incandescent bulbs use edison screw bases sure designation number used prolific non-candelabra volt fixtures,electrical lighting bulb,lighting electrical bulb
422,weather resitant gfci required metal box use cover,pool deck gfci went bad new amp gfci metal box attached emt conduit metal box non use cover thi lip deck protected weather plan replacing box getting cover screw holes stripped question need weather resistant gfci vs weather resitant gfci current weather resistant went bad tripped wont reset someone explain difference standard gfci weather resitant weather resistant sealed handle dampness thanks advance,electrical wiring gfci conduit,wiring gfci electrical conduit
423,window replacement inserts gut,replacing wood windows brick house insert old frame gut frame replace whole thing pros cons method edit double hang windows moment replacement type fwis looking different materials go fiberglass vinyl wood,windows replacement,windows replacement
424,set removable stair railing,need install handrail set interior stairs need able remove handrail balusters furniture taken limited clearance attach handrail balusters upper lower newel posts removable looks similar knee wall meets ceiling upper end,stairs railing,stairs railing
425,ok install patio door opening,installing large patio door sliders require frame heightened resize framing opening possible door/window fit sides gap insulation make square strong level reason ask extensive shimming securing window complicated shimming required hard explain plastic trim aluminum window frame fit +/-3 millimeters pre-routered act sill sides top etc shims strong secure similarly power bend frame house shifts casing windowsill sure terminology pieces see done case sliding door ends flush flooring fit sides top /bottom need shimmed strong people leaning hitting tolerances tight screw plastic track mention attached window frame attaching rough buck opening way stronger easier make tons shims required screwed frame get correct clearances end window frame screws screws risk splitting shim half nail flange close edge frame much nails tight fit frame solve problems step photos windows similar shimming http http //s22.photobucket.com/user/excipio/media/mobile regarding shims frame predrilled holes top designed screws purpose gap mm half screw rough buck clear strong secure shims tight window damage frame house shifted smaller gap smaller shims say none zero shams strong seemed appealing shims base window flush non-existent flooring subfloor old cedar planks framing level everything calculated none working flang nails flooring start missing mark realize everyone larg gap way way get done mean best way edit case couple reasons ended installing straight largish shims way flange nails windows missed frame unavoidable got done look great strong something bugging reform make sure things plum level used string weight small right angle square small bubble level straight piece metal etc work point break end using sense perception get close example sliding door frames bottom rough opening bulging top front sides slanted front top frame warping slanting front none tools indicate problems correct installing frame worse installing frame warp accommodate different angles throwing elements way tell eye ended trying average things settle close missing anything magic tool makes easy install everything level shimmed,doors patio frame,frame patio doors
426,best paint bookshelf,plan make built-in bookshelf want paint glossy white washable need wear resistant online search seems oil-based paint takes weeks cure odor resistant acrylic latex paint suggested water based paint good alternatives target coatings usl fuhr international find dealer san jose area paint brand/type painting shelving bookcases wardrobes,paint,paint
427,prep wiring new lights basement ceiling,old finished basement want install new recessed lighting ceiling biggest scare wiring find necessary wires run ceiling different locations want light switches reading online guess need start outlet next need run wires floor joists floor wall studs need remove drywall goes light source switches order drill pass cables way missing,electrical wiring lighting,wiring lighting electrical
428,need apparently-discontinued moulding profile look,wife bought house highest-priority projects strip kitschy repaint walls kitchen nearing completion wallpapered wall paper border strip walls crown moulding need length stuff paint nail place moulding crown moulding lays flat wall used room chair rail baseboard fine job window/door casing think intended tall thick generic profile top ridge swoop crease bows flat bottom border hd lowe big-box chains area close imo looked several suppliers online seems pattern fallen style favor updated looks close cigar point father-in-law saying check recycling outlet deals used/recycled building materials know dfw area look someone custom millwork sound expensive recycling outlets deal vintage stuff hardwood floors need paint-quality moulding match installed less years edit profile looking left closest match find right anyone find pattern number specific identifying info much appreciate,moulding,moulding
429,remove great stuff foam hands,worn gloves yellow stuff hands got stickiness go using wd-40 anything get giving chemical burns,cleaning,cleaning
430,caulk need dry gap,large gap part shower stall touches wall way bathroom floor slanted moved caulk put workers washed removed original caulk started filled large gap tube caulk evening toilet flooded washed caulk realized material stuffed gap caulk found foam/plastic tubing goes mirrors cut couple pieces fit gap stuffed side caulk come lose re-caulked side couple days caulk stiff gives way pressed guess wet question safe use shower,shower caulking caulk,shower caulking caulk
431,ground wire panel box,wires power supply main panel ground electrode wire connect ground wire main panel ground rod circuits receptacles wire panel box connected neutral bus bar connected ground wire bus bar linked wire neutral bus ground bus took wire bus bar ground ground rod advice connections,electrical,electrical
432,connecting tv receiver hdmi,installed new wall-mount tv good nice onkyo receiver hdmi inputs hdmi know right way hook tv receiver hdmi receiver tv new smart tv longer need dvd player etc want sound tv receiver want use receiver switcher nonexistent accessories liked switching inputs use setup possible inputs outputs use get optical cable use go tv hard cable hdmi cables routed wall -- remove tv route optical cable,television audio,television audio
433,hang inch blinds inch available window sill overhang,new windows installed house look great definitely time put decent looking blinds love look two-inch blinds nothing fancy stuff lowes seem work fine little inch available overhang windows mount brackets okay top blinds sticking sure mounting inch bracket inch wall stable enough wont blind work like mount window opening possible,windows blinds,windows blinds
434,install insulation hvac duct work plywood,r19 faced insulation installed floor joists adding r30 unfaced perpendicular installed r19 questions hvac unit attic cover duct work insulated foil insulation unfaced r30 concern potential condensation summer time air conditioner running areas attic plywood nailed floor joists r19 faced underneath add unfaced r30 top plywood,insulation attic,insulation attic
435,changed thermostat heat work ... help,know made mistake storey hooking new thermostat live wires used metal pliers metal touching metal wires touched process thermostat work power connected c switched old work thank,electrical thermostat thermostat-c-wire,c wire electrical thermostat
436,steps refreshing patio floor correct,patio floor needs refreshing avoid boring gray use hint color gray-blue gray-green steps planned lower nails turning little avoid rip sanding paper sand surface grit 80-100 using floor sander insert tip edge belt sander sand rounded edges reach grit sand top surface grit 200-220 using floor sander fine-sanding rounded parts someone walking barefoot notice difference apply coat low-lustre enamel porch patio floor paint steps surprise waiting additional worry touch inaccessible back side chance planks buckle different treatment done,patio,patio
437,remove brown coloring/stains logs,outer walls log cabin solid logs slight leakage problem fittings left stains logs leakage problem gone stains remain idea remove paint stains seep,wood,wood
438,need wire heater,wiring receptacle watt construction heater standard type found home stores need neutral wire use awg wire,electrical wire,wire electrical
439,type screws shelves benches,making shelves workshop benches osb standard type see lot garages/workshops want sturdy support good amount weight question type screws use drywall screws decking screws something torx vs phillips need predrill holes make quick work good places screws going inch screws protrude side case,screws shelving,screws shelving
440,type hose need replace pull faucet,flexible line kitchen faucet seems leaking plumbing strong point faucet american standard sure model wondering type hose get replacement cant seem find exact bottom part copper piece unscrews,plumbing faucet,plumbing faucet
441,rough opening square,house living interesting problem due suspect jack daniels building inspections town footing wall second floor dining room looses inch ft. kitchen left level jump ft crawlspace see crappy pour builders slapped stub walls first second floors built boot house settled constructed sag section wall drywalled square drywall cracks dining room window header corners builders knew screwed footing stub wall house sheathed coated cardboard finished siding longer buy said want somehow figure replace x dining room window square run level sill left side lower right imagine left right slider nice gap top closed years propping winter cut draft slight settling window frame left pane held double face tape askew tells entire footing foible transferred framing right half window exterior aluminum siding problematic mind ... able find anything match lipped edging siding fits window wrapped outside way get window figure trim window see trying readjust entire house footing fixing leveling entire corner house seems screw lot stuff thoughts,windows framing footings,windows framing footings
442,type switch allow lights operate,sets led lights looking single switch following options led set led sets extensive training electrical circuits handy life figure way wire scenario everything think turn sets matter figure isolate led set switch powering anyone ideas,wiring switch led,led switch wiring
443,putting curtain rail dormer wall,loft conversion dormer window wall dormer put curtains sure attach curtain rail dormer walls described foil-backed plasterboard gyproc thermaline finish internal surfaces studwork cheeks c/c kingspan thermawall tw55 studs membrane wbp plywood treated battens bs747 reinforced felt tile hanging anyone tell attach curtain rail screwing wood know wooden struts,attic curtain-rail dormer attic-conversion,attic curtain conversion rail dormer
444,gas range ventilation setup dangerous,moved new apartment gas range gas stove sure work cooking night carbon monoxide detector went using fan hood see gas/exhaust sucked hood opened windows turned fine inspecting hood curious know set hood stove opening empties cabinet hood hood vent outside kitchen flows cabinet hole cut top room need concerned dangerous use stove awful lot less risk co poisoning landlord mentioned said hey open windows use stove update anyone direct get definitive answer real issue landlord disagrees says modern gas ranges emit carbon monoxide cdc carbon monoxide faq website says gas appliances vented co build home cabin camper burn anything stove fireplace vented like know get apartment landlord refuses acknowledge issue right nothing worry edit chicago il helps anyone,ventilation gas stove,ventilation gas stove
445,combine separate outdoor lights way switch,outdoor lights separate switches like switch able turn switch location way switch added location way wiring run switches,electrical wiring,wiring electrical
446,repair lamp,beloved bedside lamp fell carpet big hit stopped working tried replace bulb change anything happened time recent past thought useful ask things best way make lamp re-usable spending cost new lamp,electrical lighting lamp,lighting lamp electrical
447,know radon levels home levels safe affect resale value,wife looking buy first home found report says radon levels home unsatisfactory aware radon levels homes course look good thing -/ options mitigate radon levels home radon levels home high mitigation system installed mean radon levels home high mean radon levels worry collect enclosed space vs open air diluted recent bad report made reconsider purchasing home negotiating price compensate radon mitigation worry justified installing system fix non-issue,safety radon,safety radon
448,practical limits many leds use replace halogen,replacing halogen lights home leds couple rails rating using halogens using transformer led theoretical maximum power eg using leds halogens mount x replacement leds afford course given leds resistive loads simple math apply factors need taken consideration moment leaving halogens rail read transformer needs minimum resistive load sure minimum found comprehensive guidance topic transformers coil based electronic advice thanks,lighting led replacement low-voltage,led voltage lighting low replacement
449,repair crack fireplace hearth,purchased house inspection noticed fireplace hearth crack clean crack goes much right concrete need replace hearth repair,repair fireplace crack hearth,repair hearth fireplace crack
450,moist sandy gravel frost-proof monolithic slab insulation going freeze expand,i’m planning pouring monolithic slab insulation beneath prevent frost heave ground it’s common technique many folks find massachusetts experience contractor came filled bottom forms sandy gravel mix sand/gravel gravel kinda moist water used compact water got rained day layer see called frost-susceptible fill top fill goes barrier concrete moisture vapor barrier foam insulation plastic sheets moisture trapped life i’m little worried effort i’m putting mitigate slab breaking half water going freeze break slab half contractor fired myriad offenses go replace gravel got pea gravel,concrete masonry gravel frost,frost concrete masonry gravel
451,remove particular quick disconnect,remove sprayer disconnect,kitchens,kitchens
452,average life expectancy heavy duty ratchet straps replaced,average life expectancy heavy duty ratchet strps replaced,safety,safety
453,repair canned light falling,apologize term light know types lights called lights fallen ceiling bit pushing help hole drywall big get stay,repair drywall lighting,repair lighting drywall
454,shower faucet ring budge,middle repairing leaky shower faucet remove certain ring faucet mechanism sprayed area wd-40 try morning pics illustrating part budge sure part called thoughts remove part tool using try loosen ring using tool entire cylindrical portion rotates think good,shower faucet,shower faucet
455,mold issue handled,hope screw rental mold blackish/grayish spots look fuzzy bare sheetrock garage walls dryer vented garage fixed now-fixed leak stain/spots kitchen sink mngmnt refused pro inspection sent handyman sprayed bleach-based mold killer least suspect replaced small sections dry wall painted kilz basecoat called good ventilate area clean dead mold painted allergic mold steroid inhaler due living feel worse day work part cold anxiety knowing done made worse money issue gotten pro inspection remediation someone please tell handyman least contain mold thinking fogging whole house ducting concrobium coat encapsulate mold want paint kilz latex base coat got months lease hoping miserable sick thoughts/opinions/ideas,drywall paint mold,paint mold drywall
456,cause faucets spit sputter fall/winter,summer faucets sputter spit letting air system case setup usa new york state pressure bladder tank shallow looks image pipes leading distribution pipes distribution pump inlet pump appear short cycle found possible answer explain winter/summer dichotomy,plumbing well,plumbing well
457,open windows help condensation problems winter good bad advice,live victorian gable end terrace classed heat sufferers mould/ condensation taken insulation measures treated obvious sources damp leaks winter choice rooms afford heat ideal know check daily damp clean necessary question typical wet winter day england degrees centigrade relative humidity dew point internal room temperature unheated room -4 degrees higher following advice open windows help create even condensation question better leave windows opened bearing mind temperature drop degrees higher relative humidity night open day tried research find straightforward answer least understand understand good advice kitchen bathroom whilst cooking showering etc advice appreciated,mold condensation,condensation mold
458,causing rattle loud,read online due bearings washer go ordering replacement part get opinion look/sound bearings happens wash cycle ... video/sample noise loud towards end shows sounds close picture sound hear video rattling sound coming bottom washer silver box,appliances,appliances
459,make inch hole brick wall venting,vent range hood exterior brick wall go making inch hole vent guess use masonry chisel chip mortar pull couple bricks interior exterior layers wall best tool/approach use need concerned load bricks hole make hole round square considerations,vent brick ductwork exhaust-vent hood,vent brick ductwork hood exhaust
460,tell contractor built driveway specification,getting ready house built noticed several places contractor appear meet specifications set forth contract gravel house put contractor poured gravel dirt/mud graded yard places thin mud visible contract following specified driveway driveway/sidewalk contractor complete stone base crush n run top coat driveway total thickness driveway see site plan familiar enough construction terminology tell look doubt completed yard tell contractor edit turns suspicions correct took loads gravel bring spec difference driving evident lake erie longer resides end thanks help,driveway stone gravel,stone gravel
461,options venting bathroom exhaust fan,like install fan bathroom none confused regarding best approach bathroom attic space read venting gable side house preferable soffit vents roof vents makes sense avoids roof penetration venting soffit allow hot moist air re-enter attic neighboring soffit vents addition bends vent duct discourage reduce ceiling mounted fans seen sit joists vent outlet runs parallel ceiling joists soffits order get gable end need put bends duct -- turn joists turn head gable end fan feet gable end house make bends vent gable end build box fan recess joists vent outlet direction gable end house forget ceiling vent use wall mounted vent believe need vent eaves present issue soffit vents option aware,bathroom vent ventilation exhaust-vent,vent bathroom ventilation exhaust
462,home repair refrigerator waterline,year old lg refrigerator model lrfd25850st white polyethylene waterline running refrigerator water pump refrigerator leaking half-way feeds ice maker in-door water dispenser runs foam insulation complete replacement practical time like see repair splice writing tube reads dmt pe tube xi.do.216 nsf-51 nsf-61 05-1 way repair waterline,plumbing repair leak refrigerator,plumbing repair refrigerator leak
463,much energy running furnace fan use,bi-level tri-level small entry way utility room living area master bedroom downstairs living area bedrooms mid-michigan downstairs cooler upstairs summer keeping downstairs warm enough young son want raise temp upstairs local hvac person suggested running system fan help distribute air worked say increase costs much searching online seemed come conclusion electric bill end higher previous years chalked higher-than-average weather temps keeping things little cooler due child summer electricity rates effect getting winter received latest bill high cut fan usage billing period prior sure running much electricity usage expect see running furnace fan enough see sizeable jump cost way much power usage unit using killawatt something plugged trying find model number see find electric specs calculations thermostat heat ac runs heat gas affect much suggestions things try look thanks,electrical furnace fan,fan furnace electrical
464,cork floor pet friendly/durable,pet rabbits ask ... good litter box ... batting time wreaks havoc carpet rabbit pee nasty carpet staying old house hardwood huge deal see puddle mop need tear carpet cheap anyways replace go hardwood rest floor hardwood match thought contrasting material better idea cork idea pet proof sealed/finished cork durable anyone recommend particular type installation tiles snap-together-laminate sheets sealed cork floor porous primary concern,flooring cork,flooring cork
465,installing baseboards,putting baseboards kid bedroom able find profile want mdf prefer wood understand durable gotten conflicting information mdf prep want make sure done right first time live west coast proper prep need seal ends boards prime boards using mdf apt problem,floor trim baseboard mdf,trim baseboard mdf floor
466,find switch plates plasterboard walls,house built builders gone bankrupt left finish everything plasterboard walls put wires walls electrical sockets etc pulled anyone tell locate wires know use stud finder locate beams etc sure find switch plates plugs etc someone suggested use magnet pass wall tried strong magnet work want start knocking holes sure switch plates locate help appreciated thank,wiring drywall switch,drywall switch wiring
467,attach structure oval holes panel struts panel van,trying build storage panel van problem make use pre-existing holes attaching bolts loading space van vertical structural beams holes like use secure storage holes shaped something easy reach holes similar holes distance used large penny washer put bolt distance holes van external panels 25-35mm depending location trick professionals use attach things holes presume holes place alternative think drilling new holes using tap thread bolt edit thank everyone suggestions/answers lots fresh ideas pick bits combine solution choose individual answer up-voted helpful contributing answers,metal bolts washer,washer metal bolts
468,wood burning stove pipe ceiling roof,x cottage minnesota bought small wood burner place put small wood burner horizontal stud/joist truss cut inches square support box way block compromise truss small cottage ft wide run width centers ceiling bob,woodstove,woodstove
469,fix railing suspended concrete slab,building suspended terrace image terrace metres deep long sides metres b c concrete foundation piers need make safety railing edge terrace marked red edge a-b-c-d goes building pictured indonesia options hollow steel stainless steel local welder says use posts spacing metres suggests brick concrete post needed metres support railing seeing long edge said embed steel feet 1-metre posts concrete poured drill dynabolts fix post concrete set anyone advise approach suitable,concrete deck steel railing,steel concrete railing deck
470,ideal angle seat piece,building couch want put piece acceptable angle piece photos rotated pieced guess,furniture,furniture
471,fix noise level home,anyone walks level home sounds herd elephants stomping way fix,ceiling sound-proofing,sound ceiling proofing
