,title,content,complete_tags,words_in_tags
389,encoder use dc motor shaft,like control position velocity dc motor zy motor comes tooth sprocket diameter shaft possible apply encoder motor see picture angular velocity description rpm encoder recommend,motor quadrature-encoder,quadrature motor encoder
390,quadcopter pid controller saturating,good day creating autonomous quadcopter using cascading pid controller p-pid controller using angle setpoints outer loop angular velocities inner loop finished tuning roll pid last week +-5 degrees error stable able withstand disturbances hand able tune nights pitch axis different story introduction problem pitch asymmetrical weight front heavy due stereo vision cameras placed front tried move battery backwards compensate due constraints dji f450 frame front heavy pid controller asymmetrical quadcopter i-gain responsible compensating able remember accumulating error problem hand saw tuning pitch gains tune due irregular oscillations made hard pinpoint due high p gain quadcopter pitch pid settings prate=0.0475 irate=0.03 drate=0.000180 pstab=3 giving error angle setpoint +-10degrees data corresponding video rate kp ki kd stab kp=3 video https //youtu.be/nmbldhrzp3e plot analysis results seen controller saturating motor controller set limit pwm pulse used control esc code maximum minimum set enough quad lift itselft feel weightless make room tuning altitude/height pid controller maintaining throttle ratio motors pid controllers something wrong implementation limiting maximum throttle implementation //check pwm saturating method used trim outputs pwm gets fed gpiopwm function avoid exceeding earlier set maximum throttle maintaining ratios motor throttles float motorpwm1 motorpwm2 motorpwm3 motorpwm4 float minpwm motorpwm int i=0 i++ // get minimum pwm filling motorpwm minpwm minpwm=motorpwm cout minpwm minpwm endl minpwm basethrottle float fillpwm=basethrottle-minpwm //get deficiency use fill motors cout fill fillpwm endl motorpwm1=motorpwm1+fillpwm motorpwm2=motorpwm2+fillpwm motorpwm3=motorpwm3+fillpwm motorpwm4=motorpwm4+fillpwm float motorpwm2 motorpwm1 motorpwm2 motorpwm3 motorpwm4 float maxpwm motorpwm2 i=0 i++ // get max pwm trimming motorpwm2 maxpwm maxpwm=motorpwm2 cout maxpwm maxpwm endl maxpwm maxthrottle float trimpwm=maxpwm-maxthrottle //get excess use trim motors cout trim trimpwm endl motorpwm1=motorpwm1-trimpwm motorpwm2=motorpwm2-trimpwm motorpwm3=motorpwm3-trimpwm motorpwm4=motorpwm4-trimpwm possible solution possible solutions mind redesign camera mount lighter 20-30 grams less front heavy increase maximum throttle leaving less room altitude/throttle control anyone know optimum solution problem additional information quadcopter weighs motor/esc set dji e310 rated recommended thrust motor real world test showed capable motor setup weighing take-off weight tune roll pid gains set first rate pid gains setpoint dps set gains increase p gain response system disturbances steady oscillation increase gain remove oscillations increase gain correct long term errors bring oscillations setpoint dc gain repeat desired system response achieved using single loop pid controller checked data plots testing make adjustments increasing kd minimize oscillations increasing ki bring oscillations setpoint similar process cascaded pid controller reason rate small rate kp set gains started oscillate wildy characteristic high p gain https //youtu.be/scd0hda0fty set rate pid maintain placed setpoint degrees second used gain outer loop stabilize pid translate angle setpoint velocity setpoint used control rate pid controller roll degrees set point https //youtu.be/voaa4ctc5ru rate kp ki kd stabilize kp stable reaction time/rise time slow evident video,quadcopter pid stability,quadcopter stability pid
391,quadcopter carry heavy things,drinking couple friends said something like cool beer came got thinking seen crazy things people quadcopters polycopters possible expensive build quadcopter carry say crate beer 16-20kg bit tinkerer built minor things rasp tried quadcopter big piece work able fly crate beer right front pretty awesome aside strong quadcopter terms motors propellers battery frame complete noob comes rpm know begin course read available tutorials internet answer question look want quadcopter able carry something specific,quadcopter raspberry-pi,quadcopter pi raspberry
392,ipc-bridge problem,anyone able help getting ipc-bridge working ubuntu lucid installation matlab able finish last step compiling messages folders https //alliance.seas.upenn.edu/~meam620/wiki/index.php n=roslab.ipcbridge installation able rosmake ipc_bridge_ros enter roscd ipc_roslib make seems mex recognize commands get screen shot http //img13.imageshack.us/img13/6031/screenshot20121108at191.png note going ipc-bridge control pioneer implement fast-slam algorithm matlab,mobile-robot software slam ros,mobile ros slam robot software
393,need help regarding odometry using encoder motor raspberry pi,project odometry using raspberry pi know encoder motor tell much distance robot covered idea ho implement need guideline steps follow till interfaced motor raspberry pi counted number rotation questions follow plot map odometry using language library know anything give guideline steps follow,motor raspberry-pi odometry,pi raspberry motor odometry
394,determine current roomba state operating mode,using sci messages like determine current operating mode state irobot roomba like detect separate states cleaning docking station returning docking station error e.g trapped obstacle reliable way detect states using sci data roomba sci sensor packets remote control command buttons seem return called commands executed ones,roomba,roomba
395,typical method integrating neural net plc,integrate neural network online automation system example developed neural network predicts difficult measure variable reactor using multiple sensors use predicted variable tell automation system example increase/decrease stirrer speed someone implement idea commercial system develop function block simulate neural network run software reads writes plc control tags,sensors control,control sensors
396,software real-time ros system,know hardware real-time robot control system requires specific computing unit solve kinematics dynamics robot interval rtx assigns cpu cores calculation dsp board calculation configuration makes sure calculation ms. understanding ros runs ubuntu exclusive computing unit kinematics dynamics run different threads cpu operates ubuntu system path plan everything else question ros achieve software-real time slow sampling time makes sure calculation done time sampling time changes cycle time order fast possible ros somehow compensates cycle,microcontroller ros real-time,ros real microcontroller time
397,magnetometer measure high angular velocity small object,measure frequency little circle rotation image circle flying air circle touch anything rotation use simple trick count number complete rotation amount time supposed chance use gyroscope magnetometer accelerometer detect centripetal acceleration gyroscope magnetometer calculus frequency problem high frequency circle reach hz simple calculus know need gyroscope measure big angular velocity need big range values radius circle cm w angular velocity rad/sec acc_centr w^2 r seen accelerometer gyroscope industrial purposes range question understand magnetometer used kind application considering magnetic field circle magnetometer used measure change inclination datasheet read ofter sensor communicate arduino nothing quick rotation reason magnetometer limits gyroscope accelerometer,electronics,electronics
398,get live audio robot,building robot want able hear sounds environment laptop best way get live audio robot microphone computer looked solutions hosting live audio streams using packages icecast wondering better solutions robotic applications additional details access hardware raspberry pi arduino etc,real-time digital-audio,real digital audio time
399,choosing motors quadcopter frame,bought drone frame q450 glass fiber quadcopter frame http //hobbyking.com/hobbyking/store/__49725__q450_v3_glass_fiber_quadcopter_frame_450mm_integrated_pcb_version.html considering buying ax-4005-650kv brushless quadcopter motor http //hobbyking.com/hobbyking/store/__17922__ax_4005_650kv_brushless_quadcopter_motor.html motor fit frame determine motor fit frame,quadcopter,quadcopter
400,instantaneous center rotation differential drive robot,want find instantaneous center rotation differential drive robot assuming know robot travel particular linear angular velocity v w use equations given path following circular arc point specified range bearing come x_c x_0 |\frac v w \cdot sin \theta_0 y_c y_0 |\frac v w \cdot cos \theta_0 using webots simulator dumped gps points robot moving circle constant v w single x_c y_c get center point point plot matlab look red points image perceived centers seem trace curve detail missing confused happening trying figure center check obstacle circle collision occur,mobile-robot motion,mobile motion robot
401,rc servo motors rotate,know rc servo motors designed precise movement d.c. motors continual rotation rc servo motors limited movement rotation made continually rotate say movement limited specific arc depend type rc servo motor seen videos industrial size steppers rotating wondering mg995 rc servo motors test want make sure make purchase keep seeing conflicting information example instructable modify rc servo motor continuous rotation motor walker robot implies rc servo motor rotate else need modify addendum realised digging google highvoltage points answer confused steppers servos addition found towerpro mg995 servo continuous rotation,stepper-motor rcservo,stepper motor rcservo
402,need gyro airplane flight stabilization system,working basic airplane flight stabilization system precursor full autopilot system using salvaged wii motion nunchuk create imu goal keep wings level mix users commands correct saying require gyro axis accelerometer detect pitch roll adjust ailerons elevator compensate extend design goal keeping wings level flying straight line different things given wind turbulence gyro become necessary accomplished gps guidance tried integrating gyro values get roll pitch yaw evidenced question level knowledge topic prefer simpler mathematics code thanks help,uav accelerometer imu gyroscope,imu gyroscope accelerometer uav
403,interpret specs motor motor driver,ran confusion reading motors consider motor specs maximum motor voltage load current max stall current considering using texas instruments l293d specs output current channel peak output current channel use l293d run motor forth safe happen motor requires mean need different driver ic specs say want drive motors need compensate current current power supply motor driver,mobile-robot motor,mobile robot motor
404,identify objects space,using depth sensing camera kinect like retrieve position predetermined object e.g cup fork etc able grab object way achieve,computer-vision algorithm,computer algorithm vision
405,assigning serial number guid microcontroller,league question seems using multiple arduino uno boards network want assign guid serial number board send data central able find device assign name device way assign guid serial number device message send central server programming burn hex arduino way burn program give output string guid+serial number device program eeprom burn main code arduino pick guid+serial id combo write message arduino pushing central server way asking program eeprom different program arduino files running possible way,arduino microcontroller communication,communication microcontroller arduino
406,designing ackerman steering principle autonomous robot,working high speed autonomous robot 6-7 m/s obstacle detection senses traffic lights used raspberry pi arduino uno steering mechanism wanted implement ackerman steering read principle understood basics make design using switchboards sold strong lightweight waterproof switchboards cheap got big axle small axle cut l-shaped pieces join axles ... confused connect wheels axle make rotate side site let upload pics right try asap electric drill anything make happen p access printer help appreciated ... p.s- suggestions robot feel free share looking good steering method robot,arduino raspberry-pi navigation steering,pi raspberry navigation steering arduino
407,cheapest printer gears,useful print gearing solutions print gears time know market cheapest printers accommodate task -- gears need 2-3 inches diameter bear light load less foot pound material need strong machinable -- tolerances need sufficient teeth mate preventing hang sense tolerances allow gears mate -- machine precise print hole mate shaft specified dimensions due friction excellent improvise tiny shaft hole -- used proximity pavement melting temperature excess desirable required -- given element interact elements printed metallic shaft compatibility external resources required grateful anyone shed light issue,wheeled-robot,wheeled robot
408,current-limiting stepper motors reprap,working robot project tired finding parts job time create parts printer trick many parts printers share lot cnc mill terms control parts question building reprap style printer use heavy duty parts motors hoping make aluminum capable axis mill found bipolar stepper motors amps coil according reprap.org website recommend low voltage seems use voltage limit current build reprap use current limiting stepper drivers arduino software find online get large stepper motors lot trouble,arduino stepper-motor stepper-driver cnc reprap,arduino stepper driver cnc motor reprap
409,cc3d replacing rc emitter rpi,trying control quadcopter using te openpilot cc3d board raspberrypi main idea replace signals rc cc3d rc receiver rpi connected rc receiver inputs cc3d know rc signals cc3d pwm rpi able control channels using rpio library create pwm software make tests find way move motors using ground control system openpilot software configure cc3d sure need send pwm signals order something sure flight mode switch works suposse works way channels using pwm anyone made anything similar,raspberry-pi quadcopter uav,quadcopter pi raspberry uav
410,wiring unipolar stepper bipolar stepper driver decrease holding torque,read wire unipolar stepper bipolar driver ignoring extra wires concern connecting unipolar stepper bipolar driver cause lose torque holding operating increase read bipolars bang energy-wise transform unipolar stepper bipolar good driver work think run true,torque stepper-driver stepper-motor,driver stepper torque motor
411,building quadcopter motors props calculations,year old like apologise beginner understand professional talk hobby building quadcopter flight controller kk esc q brain frame kk fpv frame addon kk/fpv long frame upgrade kit tx rx hobbyking tx rx mode battery nano-tech mah sure motor propellers use know frame motor mounts m3 screws sure means questions calculations find much thrust quad needs produce useful calculations using calculations best cheapest motors propeller suited motor p.s looking durable cheap motors live london shipping problem immense bill thanks lot time sid,quadcopter motor,quadcopter motor
412,need suggestions object recognition,tasked creating system recognize fish pulled lake system able identify type species fish turn arduino projects based read image processing sounding arduino processing power anyone suggestions development boards cameras interface board look option http //www.finboard.org/videos/introducing-finboard utm_campaign=embedded 2013-q3 utm_medium=email utm_source=eloqua seems nice type thing anyone used anything thanks,arduino microcontroller raspberry-pi cameras,pi microcontroller cameras raspberry arduino
413,inverse kinematics joint contraints,manipulator revolute joints movement limitations apply inverse kinematics getting results limits please provide algorithm implements inverse kinematics considering joint limitations,inverse-kinematics,inverse kinematics
414,bldc motors erratic behavior arduino program,"making quadcopter flight controller using arduino mega sample code wrote order test esc timers motors byte channelcount_1 channelcount_2 channelcount_3 channelcount_4 int receiverinput_channel_1 receiverinput_channel_2 receiverinput_channel_3 receiverinput_channel_4 start unsigned long channel_timer_1 channel_timer_2 channel_timer_3 channel_timer_4 current_time esc_looptimer unsigned long zero_timer timer_1 timer_2 timer_3 timer_4 void setup // put setup code run |= b11110000 //setting digital pins output ddrb |= //setting led pin output //enabling pin change interrupts pcicr |= pcie0 pcmsk0 |= pcint0 //channel pin pcmsk0 |= pcint1 //channel pin pcmsk0 |= pcint2 //channel pin pcmsk0 |= pcint3 //channel pin //wait till connected receiverinput_channel_3 || receiverinput_channel_3 || receiverinput_channel_4 start++ portc |= b11110000 delaymicroseconds // pulse esc portc b00001111 delay //wait ms next loop start == // loops digitalwrite digitalread //change led status start //loop start low //turn led zero_timer micros void loop // put main code run zero_timer micros zero_timer micros portc |= b11110000 channel_timer_1 receiverinput_channel_3 zero_timer //time calculation pin channel_timer_2 receiverinput_channel_3 zero_timer //time calculation pin channel_timer_3 receiverinput_channel_3 zero_timer //time calculation pin channel_timer_4 receiverinput_channel_3 zero_timer //time calculation pin portc //execute till pins set low esc_looptimer micros esc_looptimer channel_timer_1 portc b11101111 //when delay time expires set low esc_looptimer channel_timer_2 portc b11011111 //when delay time expires set low esc_looptimer channel_timer_3 portc b10111111 //when delay time expires set low esc_looptimer channel_timer_4 portc b01111111 //when delay time expires set low //interrupt routine pci0 receiver isr pcint0_vect current_time micros //channel pinb b00001000 channelcount_1 == channelcount_1 channel_timer_1 current_time channelcount_1 == channelcount_1 receiverinput_channel_1 current_time channel_timer_1 //channel pinb b00000100 channelcount_2 == channelcount_2 channel_timer_2 current_time channelcount_2 == channelcount_2 receiverinput_channel_2 current_time channel_timer_2 //channel pinb b00000010 channelcount_3 == pinb b00000010 channelcount_3 channel_timer_3 current_time channelcount_3 == channelcount_3 receiverinput_channel_3 current_time channel_timer_3 //channel pinb b00000001 channelcount_4 == channelcount_4 channel_timer_4 current_time channelcount_4 == channelcount_4 receiverinput_channel_4 current_time channel_timer_4 issue bldc motors using work connected arduino stop change direction rotation throttle input tested connecting transmitter work fine perfect rotation speed someone please help tell going wrong edit realize posting entire arduino code overkill trying solve problem days june,16 hope someone point improvements/corrections code",quadcopter arduino brushless-motor esc,quadcopter brushless esc motor arduino
415,papers algorithms robotics,cs student need give 30-minute lecture 1-2 papers describing 1-2 algorithms main problems robotics navigation coverage patrolling etc. background robotics take classes algorithms ai including basic ai algorithms a* ids ucs subjects decision trees game theory etc. difference describing need paper refer actual physical robots algorithms real problems physical world opposed ai agents theoretical algorithms required lecture 1-2 academic papers published respectable amount citations suggestions papers appreciated,navigation algorithm theory coverage,coverage navigation theory algorithm
416,turning differential drive robot specific angle,given robot wheels radius r axle length want set wheel speed turns phi fast possible timestep milliseconds thought wheel speed set v desired_heading-actual_heading circumference_wheel_trajectory wheel_radius converge right angle slow becomes slower approach angle want alternative/better way,kinematics,kinematics
417,rpm rpm dc motors cost,today going buy motor online saw rpm rpm dc motors cost possible change rpm requiring additional parts cost,motor,motor
418,ros kinect data callbacks,get rgb depth data kinect found little tutorial http //wiki.ros.org/cv_bridge/tutorials/convertingbetweenrosimagesandopencvimagespython fine able get data demand callback triggered assuming try get data faster available appreciate help go easy ros jargon learning ... thanks,ros kinect,kinect ros
419,provides degree-of-freedom imu reduntant data,basic question concerning sensor fusion standard dof imu mean cheap things tinkerer home provides values accelerometers gyroscope magnetic field measurements pressure sensor temperature know accel-data provide long term stability useless short term gyroscope less vice versa tons strategies marry values magnetic field measurement fit framework magnetic field measurement provide sensors combined guess measurement reliable sensors fit br,imu sensor-fusion,sensor fusion imu
420,implement ins accelerometer gyros magnetometer,building walking robot need know moves using on-board intelligence plan using accelerometers gyros magnometers needed able detect robot moves problem dont know program internal navigation system imu software algorithms needed clarify problem need know program micro controller read sensors able tell robot displaced previous measurement used sensor board similar use determine displacement,software imu deduced-reckoning artificial-intelligence,software intelligence artificial imu reckoning deduced
421,simple robot learn ros,beginner ros wanted know build simple robot learn ros following components available arduino uno simple wheeled robot chassis motors l293d motor driver ultrasonic sensors infrared sensors,arduino slam ros beginner ultrasonic-sensors,beginner arduino slam ultrasonic sensors ros
422,irobot create sensors,someone please provide list sensors create hoping get want sure ultrasonic sensors bump sensors,irobot-create roomba,create roomba irobot
423,simple data-glove go mega due,mcu/robotic world working atmega+cvavr please bear making prototype data glove keyglove much simpler consist imu sensors mpu reading fused built dmp reads hand position orientations minimum flex sensors reads figer flexion specific sensors plugged arduino reading filtered low pass kalmann arduino transferred serial pc pc translates data virtual gripper move object vr planned use uno pansenti’s mpu9150 library code realised flash memory size left tiny i.e mpu9150 lib code size ~29k uno project early stage lot things expected changed added little flash memory left much looking mega replacement flash realised newer due faster processor cost main concern robustness compatibility designing hw interface arduino making circuits addding shield code development available library streaming filtering sensor readings bit mcus helps overkill know question sound localized believe lot projects utilize multiple sensor reading filtering benefits discussion revise question needed main question bit mcus perform better multiple sensor reading signal filtering compared bit mcus case.. go mega due,arduino imu,imu arduino
424,sparse matrix ekf slam,done ekf localization algorithm known unknown correspondences stated probabilistic robotics results make perfect sense estimate position robot using gps odometry moved ekf-slam known correspondences book understand matrix f_ x j \begin bmatrix \cdots \cdots \\ \cdots \cdots \\ \cdots \cdots \\ \cdots \cdots \\ \cdots \cdots \\ \underbrace \cdots 3j-3 \underbrace \cdots 3n-3j \\ \end bmatrix bottom matrix following f_ x j \begin bmatrix \cdots \cdots \\ \cdots \cdots \\ \underbrace \cdots 3j-3 \underbrace \cdots 3n-3j \\ \end bmatrix following assuming n f_ x j \begin bmatrix \\ \\ \end bmatrix f_ x j \begin bmatrix \\ \\ \end bmatrix ones represent specific landmark,slam ekf,ekf slam
425,connect arduino uno3 l293d motor driver colour sensors,trying autonomous multi coloured lines following robot parts bought include arduino uno colour sensors taos tcs l293dne motor driver robot chassis including dc motors wheels caster wheel trying figure connect components example arduino colour sensor l293d motor connect order motor rotate directions need solder anything,mobile-robot,mobile robot
426,continuous variation discontinuous function,differential equation connects velocity point fov camera velocities robot joints \dot s=j \dot q vector x coordinates point fov j interaction matrix q vector joint positions certain point whose velocity tracking point remains fov \dot defined change point online time instant point s_t time instant t+dt point s_ t+dt \dot defined create filter produce continuous variation \dot want perform occlusion avoidance order want compute minimum distance feature point target object occluding object discontinuous due fact occluding object appear fov nearer target measured,cameras visual-servoing filter,filter visual cameras servoing
427,tune pid parameters using fuzzy logic,used ziegler method tune parameters pid controller control robot position implemented fuzzy logic self-tuning parameters inputs fuzzy logic controller position error error rate know problem due understanding effect parameter well problem confused setting fuzzy rules need use high low values kp kd ki achieve best tuning kp low error hence robot desired position question applies parameters,control pid tuning,control pid tuning
428,regarding finding sensor,looking sensor able read displayed data lcd display digits output sensor fetched microcontroller anyone suggest sensor please,sensors hall-sensor,sensors sensor hall
429,arduino power supply,want power arduino uno know connecting usb pc dc power supply.but want connect battery source see image know silly question battery connector regular dc jack found rc toys power arduino battery connect dc power supply adapter charge discharged please mention specifications dc power supply adapter used charging battery,arduino battery,battery arduino
430,controlling quadrotor pc,need control quadrotor pc using joystick got mini-beetle quad v929 beetle 4-axis nrf24l01+ wireless transceiver module chip transceiver possible write arduino program make speak research found v929 model uses flysky protocol works nrf24l01 transmitter chip mentioned better ways controlling quad pc arduino board,arduino quadcopter radio-control,quadcopter control radio arduino
431,build liquid filling machine using piston,team developed filling machine liquids uses piston measure deliver liters bottles built mechanical parts replace electronic ones build machine pull liquid reservoir fills bottle using piston electronic parts stepper motor linear actuators sensors understand vague aligned response appreciated update machine max speed litter bottle water seconds bottles minute higher viscosity liquids take longer spill liquid needs filling acceleration control assume operation modes bubbles bubbles able change volume lcd menu thought single main valve switches reservoir controlled use valves,sensors stepper-motor mechanism,sensors stepper mechanism motor
432,get data serial port,project related telemetry want make ardupilot programmed arduplane send serial port sensors informations height gps position etc.. tried ardustation change firmware want idea read ardupilot serial port using arduino uno saving sd card real-time ardupilot needs send data user input something tried manipulate arduplane source code either someone something need advice,arduino ardupilot,ardupilot arduino
433,build garage robotic assembly lines,new robotics like build smaller robotic arm manufacturing facilities want small robotic material handlers pick handle small objects x12 x12 objects small robotic assembly line garage kits purchase deals robotic assembly lines wondering anyone dealt suggestions,robotic-arm,arm robotic
434,meaning writhe matrix,following equation writhe matrix article topology based representation page meaning second part equation sure typo article article hierarchical motion planning page neglects term ...,mobile-robot control robotic-arm wheeled-robot motion-planning,control mobile robot arm motion planning robotic wheeled
435,public training data vehicle detectors computer vision,question anyone familiar object vehicle detection research new computer vision confused training object detection classifiers objective vehicle detection reading vehicle detection literature weeks bit confused confused evaluation evaluation system research community benchmarked dataset used testing data performance system depends much data used train training datasets make uniform method comparisons seem keep finding papers using benchmarked datasets evaluation making mention got training data,computer-vision,computer vision
436,need specifications operate stepper motor rpi arduino,disassembled stepper motor working contains photo motor label bottom motor need identify stepper motor retrieved scrap project budget constraints force use scrap motor tried drive using l298 h bridge find right bit sequences get running tried search specifications sheet internet label using rpi arduino board run need pin diagram specifications motor guys seen type,arduino raspberry-pi stepper-motor,pi raspberry stepper motor arduino
437,differential drive robot control,edited differential drive robot needs drive hall stay ultra sonic sensors side thought implementing pure pursuit lookahead distance etc sure correct approach lower level pids motor control working need help choosing path planning algorithm pure pursuit work needs people suggestions,control pid differential-drive,control differential pid drive
438,magnetic low insertion force connector,building robotic tea-maker/watchdog robot power problem like able robot approach socket insert power cord cheap immersion heater see links turn power precision required plug wall capabilities stepper motors/arduino solution magnetic breakaway power cord charger mac higher voltage deep fat fryers suitable ones high power see links problem need sides connector find magnetic breakaway power cord opposite side built deep fat fryer fancy buying whole fryer get little part ... ideas alternatives cord anyone know induction chargers resort mechanical on/off switch leave robot plugged hoping something bit sleeker links immersion heater fryer cord,untagged,untagged
439,robot mechanical part programmed exert specific force,thinking projectiles need propellant gunpowder seen coils gun little way wondering know force required propel object program robot exert force propel object way propelled fashion,force-sensor,sensor force
440,ardrone navdata reading error,"trying read ardrone using following callback function int state battery void callback const ardrone_autonomy :navdata :constptr msg state msg- state battery msg- batterypercent std state state std :endl std :cout battery battery returing value echo navdata linux terminal topics publishing non-zero value error edit debugging found callback function called wrote subscriber node ros :subscriber sub ardrone.subscribe /ardrone/navdata ,1 callback going wrong",quadcopter,quadcopter
441,pid quadcopters,mentioned pid output values correspond error desirable error current error units let say using proportional part pid better map output pid values corresponding thrust values motor better increase proportional coefficient kp output values correspond proper thrust value motors example desired angle sensor reading degrees difference multiplied kp output added subtracted current thrust depending motor increase kp much quadcopter oscillating listening controller command sending desired degrees joystick map values listening joystick commands oscillating much happening mapping pid output values bigger values increasing kp,arduino pid,pid arduino
442,composition rotation matrices,moment learning rotation matrices seems confusing r_a^c=r_a^br_b^c rotation coordinate frame c c b c different coordinate frames r_a^c matrix defined r_a^c= \left \begin matrix xa⋅xb xa⋅xb \\ ya⋅yb ya⋅yb \end matrix \right x_a y_a x_b y_b coordinates points given different coordinate frame see using standard multiplication stated give matrix r_a^c form clarification helpful,frame,frame
443,erratic motor behavior due faulty remote control grounding something,using arduino mega run motors motor controllers using ps2 controller remote control joystick rest motor stop problem motor moves joystick rest joystick produce forward motion motor grounding issue ps2 remote control issue ir others.. gnd arduino board connected gnd external battery troubleshoot thanks,mobile-robot control power,mobile control robot power
444,simple equation calculate needed motor torque,suppose dc motor arm connected arm length arm weight motor speed connect weight end arm much torque needed motor complete spin provided motor placed arm vertical simple equation input weight get required torque provided factors remain,motor torque,torque motor
445,px4 communication,"anyone know px4 software using eclipse program want open new uart door write following commands ... static int uart2=open /dev/ttys1 o_rdwr o_nonblock write uart2 hi ,3 working anyone idea",microcontroller communication,communication microcontroller
446,plotting location using wheel encoder data,context working sfu mountain dataset http //autonomylab.org/sfu-mountain-dataset/ ugv image sfu mountain dataset website used following state update equations husky a200 differential drive state update prob robotics thrun al x theta represent state next time step plotting x positions based wheel encoder data v_fwd w dataset provides vr vl curve seems weird unexpected wheel odometry data http //autolab.cmpt.sfu.ca/files/datasets/sfu-mountain-workshop-version/sfu-mountain-torrent/encoder-dry-a.tgz blue wheel red gps actual path question curve expected considering inaccuracy wheel something missing wheel encoder data bad ekf odom imu work ps worried ekf update step concerns horrible wheel odometry data,localization wheeled-robot ekf odometry differential-drive,odometry localization ekf differential robot drive wheeled
447,bipedal robots difficult,sure asked lots simulations bipedal locomotion algorithms online evolutionary algorithms converge good solutions seems algorithm part bipedal locomotion well-understood well simulations able real world model delay noise model servo response curve understand difficult make walking robot robot big dog rare,walk,walk
448,iphone controlled rc car,r.c car program computer code car perform movements.i like application design.where shows cars path available software code saves lots time,software research,research software
449,upload sketches arduino raspberry pi,robotics project raspberry pi arduino arduino uno connected raspberry pi using raspberry pi putty ssh want setup user interface raspberry pi want use arduino ide work load arduino sketch system,arduino raspberry-pi embedded-systems first-robotics linux,raspberry embedded arduino robotics systems linux pi first
450,low-cost centimeter accurate satellite positioning gnss/gps,looking cheapest possible gps setup centimeter precision much hw hacking able produce pcb soldering though way kind easy-to-assemble setup welcome know piksi thing expensive seems cm precision possible less employing usd raw gps sensor ordinary pc rtklib software sure better use gps sensor setup rtk base station rover get corrective dgps data region czech republic seems national grid allowing stream correction data reasonable cost application passenger car limited power source low power needed nice using position readings opencv need get data c/c++ code application data collection raw gps post-processing,gps,gps
451,sending commands ubuntu,irobot create model need send commands open interface ubuntu using gtkterm baud press button drives tried send commands raw data hexadecimal data work wrong,irobot-create roomba linux,create roomba irobot linux
452,drone need magnetometer accelerometer gyroscope sufficient,drone need magnetometer drone information think tell direction need accelerometer gyroscope,mobile-robot magnetometer,mobile magnetometer robot
453,bec multiple esc quadcopter,building quadcopter discovered esc built-in bec wondering better use delivered power esc unique bec work think easier configure set esc prevent esc behavior wrong image talking edit trying find original image upload given ian mcmahon appears right thing misunderstood role becs right schema look edit trying find original image upload sure getting need escs integrated becs connect cables flight controller,electronics quadcopter bec esc,quadcopter bec electronics esc
454,stereo camera calibration data standardized,standard format stereo calibration data various matrices saved xml stored load calibration data generated say opencv script c opencv script say c++ different software create disparity image,computer-vision calibration stereo-vision,stereo computer vision calibration
455,apm mission planner install firmware failure mac os x,installed multiple versions apm windows ubuntu osx connect ardupilot install firmware error get started downloading http //firmware.diydrones.com/copter/stable/apm2-hexa/arducopter.hex finished downloading /var/folders/r4/s_j4c02s3wvcx6wy41__rnwh0000gp/t/apm planner.uq1800 opening firmware file ... unable open file /var/folders/r4/s_j4c02s3wvcx6wy41__rnwh0000gp/t/apm planner.uq1800,ardupilot,ardupilot
456,get prevent twisting cables,planning create motor turret described question simplify problem thinking wind turbine generator main head rotate degrees face wind prevent power sensor wires coming head shaft twisting,sensors wiring,sensors wiring
457,correcting gps track visual odometry sensor fusion,trying build low cost precise outdoor positioning explored ns-raw rtklib doable need base station get correction data rover external correction data hassle action radius base station limited solution straightforward deal in-house streamed correction data wondering able improve accuracy ordinary uncorrected gps+glonass device found common smartphone stereo visual odometry today consumer gnss chips seem stable accuracy range viso library translation error distance idea use visual odometry smoothing rough gps track question done terms sw. input tracks gps device viso library think kind filter fuse sensor data get greater precision,computer-vision gps sensor-fusion odometry,odometry fusion computer sensor vision gps
458,servos power supply quadruped robot,facing problem building quadruped robot figuring efficient power supply needed servos using mg995 tower pro servos powered lithium batteries volts know servos something needed added fitted batteries robot body suggestions please,power battery servomotor walking-robot,battery servomotor walking robot power
459,cheapest way detect identify vehicles entering gate real time,want detect identify vehicles passing gate live video feed gate thought process detect number plates help opencv graphics library available problem size number plates vary language number plates written good ocr performance next idea put qr code windshield vehicles vehicles supposed enter area private enlisted vehicles confident able detect identify qr codes real time accuracy qr codes get pixelated due low resolution video anyone suggest cheap way adopt detect identify vehicles nfc cheap sensors used purpose,sensors design computer-vision,sensors computer design vision
460,polling timer interrupt,hope build simple line follower robot got problem discussing pic programming planed write endless loop check sensor panel reading relevant stuff reading friends told use timer interrupt generate interrupts definite time periods interrupt check sensor panel reading relevant stuff reading figure best endless loop main method timer interrupt method best way,sensors microcontroller interrupts,sensors microcontroller interrupts
461,much drawn max battery,using brushless motors octocopter motor run use batteries high c number needed running motors load draw battery max used run hot many ampere hours drawn battery empty many car batteries drawn stated capacity need charged,battery,battery
462,mapping area mav,researching cost-effective way scan area mav exploraton use cad/civil purposes use point cloud data cad major sensors available problems kinect use outside high computation power stereo high computation power expensive lidar expensive real time heavy need system mav/quadrotor work wifi/wireless scan outdoors expensive gives data real-time.please suggest system close requirements stereo operated wifi,kinect mapping stereo-vision 3d-reconstruction,kinect stereo mapping vision reconstruction
463,jacobian abb irb140 robot,someone please help jacobian matrix equations abb irb140 robot easy way derive given dh parameters need implement form control working thanks,control robotic-arm kinematics dh-parameters,control dh parameters kinematics robotic arm
